id,institute,program,program_specifics,seat_type,opening_rank,closing_rank,year,round
1643,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,38,54,2017,4
1644,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,18,22,2017,4
1645,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,163,1216,2017,4
1646,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),25,25,2017,4
1647,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,307,520,2017,4
1648,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,87,271,2017,4
1649,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,96,149,2017,4
1650,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2772,3787,2017,4
1651,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),123,123,2017,4
1652,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1435,1718,2017,4
1653,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),78,78,2017,4
1654,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",SC,867,1019,2017,4
1655,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",ST,481,547,2017,4
1656,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2935,4200,2017,4
1657,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),107,107,2017,4
1658,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1049,1414,2017,4
1659,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),38,53,2017,4
1660,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",SC,524,789,2017,4
1661,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST,97,198,2017,4
1662,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),5,5,2017,4
1663,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,268,449,2017,4
1664,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),15,15,2017,4
1665,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,129,202,2017,4
1666,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),6,6,2017,4
1667,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,83,132,2017,4
1668,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,58,93,2017,4
1669,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,833,1343,2017,4
1670,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),37,37,2017,4
1671,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,410,612,2017,4
1672,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,230,381,2017,4
1673,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC (PwD),9,9,2017,4
1674,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,185,234,2017,4
1675,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1616,2230,2017,4
1676,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),46,46,2017,4
1677,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,519,885,2017,4
1678,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),23,23,2017,4
1679,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,341,470,2017,4
1680,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,151,256,2017,4
1681,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2904,4363,2017,4
1682,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),94.01,94.01,2017,4
1683,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1557,1909.01,2017,4
1684,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",SC,999,1110,2017,4
1685,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",ST,134,483,2017,4
1686,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,4236,4847,2017,4
1687,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),106,106,2017,4
1688,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1360,1739,2017,4
1689,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",SC,735,952,2017,4
1690,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST,237,308,2017,4
1691,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),3.01,3.01,2017,4
1692,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,415,650,2017,4
1693,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),24,24,2017,4
1694,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,212,338,2017,4
1695,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),12,12,2017,4
1696,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,101,197,2017,4
1697,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),6,6,2017,4
1698,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,57,140,2017,4
1699,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,1402,1853,2017,4
1700,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),30,30,2017,4
1701,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,442,752,2017,4
1702,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,287,521,2017,4
1703,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,233,321,2017,4
1704,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,2266,2853,2017,4
1705,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),72,72,2017,4
1706,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,755,1056,2017,4
1707,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),33,33,2017,4
1708,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,521,653,2017,4
1709,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,170,296,2017,4
1710,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,830,1507,2017,5
1711,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),47,53,2017,5
1712,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,500,901,2017,5
1713,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),14,14,2017,5
1714,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC,267,631,2017,5
1715,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",ST,238,327,2017,5
1716,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1046,2298,2017,5
1717,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),31,62,2017,5
1718,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,602,973,2017,5
1719,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),37,37,2017,5
1720,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",SC,203,511,2017,5
1721,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST,52,117,2017,5
1722,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,1,62,2017,5
1723,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),1,2,2017,5
1724,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,9,45,2017,5
1725,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),1,1,2017,5
1726,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,1,22,2017,5
1727,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,4,15,2017,5
1728,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,297,738,2017,5
1729,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),18,18,2017,5
1730,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,110,363,2017,5
1731,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),10.01,10.01,2017,5
1732,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,81,163,2017,5
1733,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,33,104,2017,5
1734,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST (PwD),3,3,2017,5
1735,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,949,1780,2017,5
1736,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),63,63,2017,5
1737,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,634,983,2017,5
1738,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),64,64,2017,5
1739,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",SC,207,671,2017,5
1740,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",ST,157,300,2017,5
1741,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1341,2804,2017,5
1742,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),52,59,2017,5
1743,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,486,976,2017,5
1744,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),35,35,2017,5
1745,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",SC,226,532,2017,5
1746,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",ST,10,53,2017,5
1747,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,3,104,2017,5
1748,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),3,3,2017,5
1749,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,21,67,2017,5
1750,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),4,4,2017,5
1751,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,17,35,2017,5
1752,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,5,25,2017,5
1753,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,445,944,2017,5
1754,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),21,21,2017,5
1755,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,210,452,2017,5
1756,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),34,34,2017,5
1757,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,11,188,2017,5
1758,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,24,60,2017,5
1759,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1620,2902,2017,5
1760,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,939,1423,2017,5
1761,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),60,60,2017,5
1762,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,373,880,2017,5
1763,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,138,419,2017,5
1764,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2329,3763,2017,5
1765,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),96,96,2017,5
1766,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,968.01,1346,2017,5
1767,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),48,48,2017,5
1768,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,480,699,2017,5
1769,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,49.01,208,2017,5
1770,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,160,262,2017,5
1771,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,82,127.01,2017,5
1772,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),0.01,0.01,2017,5
1773,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,44,77,2017,5
