Institute,Academic Program Name,Gender,Opening Rank,Closing Rank,Year,Round
IITKgp,Aerospace Engineering (5),Female-only (including Supernumerary),2644,2644,2018,1
IITKgp,Agricultural and Food Engineering,Female-only (including Supernumerary),7680,10113,2018,1
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),10833,11362,2018,1
IITKgp,Applied Geology (5),Female-only (including Supernumerary),10951,12301,2018,1
IITKgp,"Architecture (5, B.Arch)",Female-only (including Supernumerary),7929,10693,2018,1
IITKgp,Biotechnology and Biochemical Engineering,Female-only (including Supernumerary),7305,7349,2018,1
IITKgp,Biotechnology and Biochemical Engineering (5),Female-only (including Supernumerary),8593,10309,2018,1
IITKgp,Chemical Engineering,Female-only (including Supernumerary),2892,5536,2018,1
IITKgp,Chemical Engineering (5),Female-only (including Supernumerary),6825,7237,2018,1
IITKgp,Chemistry (5),Female-only (including Supernumerary),9753,11122,2018,1
IITKgp,Civil Engineering,Female-only (including Supernumerary),1623,7154,2018,1
IITKgp,Civil Engineering with any of the listed specialization (5),Female-only (including Supernumerary),8753,8974,2018,1
IITKgp,Computer Science and Engineering,Female-only (including Supernumerary),438,508,2018,1
IITKgp,Computer Science and Engineering (5),Female-only (including Supernumerary),643,995,2018,1
IITKgp,Economics (5),Female-only (including Supernumerary),5499,7067,2018,1
IITKgp,Electrical Engineering,Female-only (including Supernumerary),2184,2435,2018,1
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),3088,3189,2018,1
IITKgp,Electronics and Electrical Communication Engineering,Female-only (including Supernumerary),1550,1962,2018,1
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),1772,2967,2018,1
IITKgp,Exploration Geophysics (5),Female-only (including Supernumerary),10091,11872,2018,1
IITKgp,Industrial and Systems Engineering,Female-only (including Supernumerary),6114,6300,2018,1
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),6937,7126,2018,1
IITKgp,Instrumentation Engineering,Female-only (including Supernumerary),2755,4131,2018,1
IITKgp,Manufacturing Science and Engineering,Female-only (including Supernumerary),7206,7523,2018,1
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),8759,8759,2018,1
IITKgp,Mathematics and Computing (5),Female-only (including Supernumerary),2347,2787,2018,1
IITKgp,Mechanical Engineering,Female-only (including Supernumerary),2980,3795,2018,1
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),4616,5445,2018,1
IITKgp,Metallurgical and Materials Engineering,Female-only (including Supernumerary),7767,8385,2018,1
IITKgp,Metallurgical and Materials Engineering (5),Female-only (including Supernumerary),9335,9505,2018,1
IITKgp,Mining Engineering,Female-only (including Supernumerary),10751,11971,2018,1
IITKgp,Mining Engineering (5),Female-only (including Supernumerary),12633,12633,2018,1
IITKgp,Mining Safety Engineering (5),Female-only (including Supernumerary),12229,12229,2018,1
IITKgp,Ocean Engineering and Naval Architecture,Female-only (including Supernumerary),10137,10762,2018,1
IITKgp,Ocean Engineering and Naval Architecture (5),Female-only (including Supernumerary),10915,11253,2018,1
IITKgp,Physics (5),Female-only (including Supernumerary),9330,10114,2018,1
IITKgp,Quality Engineering Design and Manufacturing (5),Female-only (including Supernumerary),9588,9588,2018,1
IITH,Chemical Engineering,Female-only (including Supernumerary),7670,8427,2018,1
IITH,Civil Engineering,Female-only (including Supernumerary),4115,7153,2018,1
IITH,Computer Science and Engineering,Female-only (including Supernumerary),1247,1368,2018,1
IITH,Electrical Engineering,Female-only (including Supernumerary),2930,3368,2018,1
IITH,Engineering Physics,Female-only (including Supernumerary),6556,6695,2018,1
IITH,Engineering Science,Female-only (including Supernumerary),2859,5065,2018,1
IITH,Materials Science and Metallurgical Engineering,Female-only (including Supernumerary),9504,9918,2018,1
IITH,Mathematics and Computing,Female-only (including Supernumerary),2121,2121,2018,1
IITH,Mechanical Engineering,Female-only (including Supernumerary),4253,4592,2018,1
IIT Jodh,Bio Technology,Female-only (including Supernumerary),11464,12593,2018,1
IIT Jodh,Computer Science and Engineering,Female-only (including Supernumerary),3307,5236,2018,1
IIT Jodh,Electrical Engineering,Female-only (including Supernumerary),6191,8165,2018,1
IIT Jodh,Mechanical Engineering,Female-only (including Supernumerary),8907,9809,2018,1
IITK,Aerospace Engineering,Female-only (including Supernumerary),4371,5373,2018,1
IITK,Biological Sciences and Bioengineering,Female-only (including Supernumerary),5773,8136,2018,1
IITK,Chemical Engineering,Female-only (including Supernumerary),3915,5403,2018,1
IITK,Chemistry (B.Sc),Female-only (including Supernumerary),8304,9871,2018,1
